17046,HINDNATGLS-EQ
1403,HINDOILEXP-EQ
1406,HINDPETRO-EQ
1394,HINDUNILVR-EQ
1424,HINDZINC-EQ
13890,HIRECT-EQ
19322,HISARMETAL-EQ
2868,HITECH-EQ
15161,HITECHCORP-EQ
4433,HITECHGEAR-EQ
1448,HLVLTD-EQ
19211,HMVL-EQ
12173,HNDFDS-EQ
18284,HNGSNGBEES-EQ
3417,HONAUT-EQ
3138,HONDAPOWER-EQ
4020,HOTELRUGBY-EQ
13592,HOVS-EQ
18679,HPL-EQ
14334,HSCL-EQ
1412,HSIL-EQ
11979,HTMEDIA-EQ
14203,HUBTOWN-EQ
20825,HUDCO-EQ
9937,IBMFNIFTY-EQ
14450,IBREALEST-EQ
30125,IBULHSGFIN-EQ
24999,IBULISL-EQ
489,ICEMAKE-EQ
3001,ICICI500-EQ
22344,ICICIALPLV-EQ
522,ICICIB22-EQ
4963,ICICIBANK-EQ
11037,ICICIBANKN-EQ
11386,ICICIBANKP-EQ
21770,ICICIGI-EQ
19679,ICICIGOLD-EQ
4838,ICICILIQ-EQ
21254,ICICILOVOL-EQ
17152,ICICIM150-EQ
17702,ICICIMCAP-EQ
30392,ICICINF100-EQ
29553,ICICINIFTY-EQ
17475,ICICINV20-EQ
4529,ICICINXT50-EQ
18652,ICICIPRULI-EQ
4378,ICICISENSX-EQ
22365,ICICITECH-EQ
11987,ICIL-EQ
14523,ICRA-EQ
1476,IDBI-EQ
25640,IDBIGOLD-EQ
14366,IDEA-EQ
11957,IDFC-EQ
11184,IDFCFIRSTB-EQ
18783,IDFNIFTYET-EQ
220,IEX-EQ
1482,IFBAGRO-EQ
1485,IFBIND-EQ
1491,IFCI-EQ
436,IFGLEXPOR-EQ
634,IGARASHI-EQ
11262,IGL-EQ
14086,IGPL-EQ
11809,IIFL-EQ
13072,IIFLSEC-EQ
13061,IIFLWAM-EQ
19525,IITL-EQ
7672,IMAGICAA-EQ
19235,IMFA-EQ
12009,IMPAL-EQ
11681,IMPEXFERRO-EQ
16933,INDBANK-EQ
1512,INDHOTEL-EQ
1515,INDIACEM-EQ
1521,INDIAGLYCO-EQ
10726,INDIAMART-EQ
14309,INDIANB-EQ
4422,INDIANCARD-EQ
1530,INDIANHUME-EQ
11195,INDIGO-EQ
3938,INDLMETER-EQ
4747,INDNIPPON-EQ
11677,INDOCO-EQ
10993,INDORAMA-EQ
3088,INDOSTAR-EQ
13275,INDOTECH-EQ
25608,INDOTHAI-EQ
14952,INDOWIND-EQ
4751,INDRAMEDCO-EQ
4870,INDSWFTLAB-EQ
21957,INDTERRAIN-EQ
5258,INDUSINDBK-EQ
19,INEOSSTYRO-EQ
16249,INFIBEAM-EQ
11027,INFOBEAN-EQ
20072,INFRABEES-EQ
29135,INFRATEL-EQ
1594,INFY-EQ
1597,INGERRAND-EQ
13221,INOXLEISUR-EQ
7852,INOXWIND-EQ
14657,INSECTICID-EQ
13730,INSPIRISYS-EQ
30323,INTEGRA-EQ
5926,INTELLECT-EQ
20071,INTENTECH-EQ
24870,INVENTURE-EQ
9348,IOB-EQ
1624,IOC-EQ
20413,IOLCP-EQ
1633,IPCALAB-EQ
15313,IRB-EQ
4986,IRCON-EQ
13611,IRCTC-EQ
2489,ISEC-EQ
18479,ISFT-EQ
14932,ISMTLTD-EQ
1660,ITC-EQ
19299,ITDC-EQ
5622,ITDCEM-EQ
1675,ITI-EQ
1681,IVP-EQ
18292,IVZINGOLD-EQ
24217,IVZINNIFTY-EQ
14174,IZMO-EQ
5633,J&KBANK-EQ
13211,JAGRAN-EQ
4410,JAGSNPHARM-EQ
11256,JAIBALAJI-EQ
5143,JAICORPLTD-EQ
20778,JAMNAAUTO-EQ
13982,JASH-EQ
4041,JAYAGROGN-EQ
1708,JAYBARMARU-EQ
2331,JAYNECOIND-EQ
1720,JAYSREETEA-EQ
1726,JBCHEPHARM-EQ
1729,JBFIND-EQ
11655,JBMA-EQ
4491,JCHAC-EQ
13720,JHS-EQ
11743,JINDALPHOT-EQ
1756,JINDALPOLY-EQ
3024,JINDALSAW-EQ
6733,JINDALSTEL-EQ
13875,JINDRILL-EQ
20642,JINDWORLD-EQ
25687,JISLDVREQS-BL
25684,JISLDVREQS-EQ
12518,JISLJALEQS-BL
10397,JISLJALEQS-EQ
11755,JIYAECO-EQ
13270,JKCEMENT-EQ
15266,JKIL-EQ
13491,JKLAKSHMI-EQ
11860,JKPAPER-EQ
14435,JKTYRE-EQ
7109,JMA-EQ
4430,JMCPROJECT-EQ
13637,JMFINANCIL-EQ
14470,JMTAUTOLTD-EQ
16927,JOCIL-EQ
11460,JPASSOCIAT-EQ
18895,JPINFRATEC-EQ
31507,JPOLYINVST-EQ
11763,JPPOWER-EQ
11236,JSL-EQ
12304,JSLHISAR-EQ
17869,JSWENERGY-EQ
11880,JSWHL-EQ
4671,JSWISPL-EQ
11723,JSWSTEEL-EQ
3237,JTEKTINDIA-EQ
3637,JUBILANT-EQ
18096,JUBLFOOD-EQ
21541,JUBLINDS-EQ
12052,JUMPNET-EQ
10939,JUNIORBEES-EQ
29962,JUSTDIAL-EQ
15146,JYOTHYLAB-EQ
1805,KABRAEXTRU-EQ
1808,KAJARIACER-EQ
1811,KAKATCEM-EQ
1814,KALPATPOWR-EQ
1826,KAMATHOTEL-EQ
13457,KAMDHENU-EQ
25786,KANANIIND-EQ
1835,KANORICHEM-EQ
1196,KANSAINER-EQ
2354,KARDA-EQ
24385,KARMAENG-EQ
1838,KARURVYSYA-EQ
15136,KAUSHALYA-EQ
10276,KAYA-EQ
1841,KCP-EQ
4809,KCPSUGIND-EQ
14908,KDDL-EQ
13260,KEC-EQ
18220,KECL-EQ
1129,KEERTI-EQ
13310,KEI-EQ
13430,KELLTONTEC-EQ
11841,KENNAMET-EQ
1859,KESORAMIND-EQ
4157,KEYFINSERV-EQ
425,KHADIM-EQ
896,KHAICHEM-EQ
9641,KHANDSE-EQ
21119,KICL-EQ
18944,KINGFA-EQ
19126,KIOCL-EQ
16639,KIRIINDUS-EQ
14466,KIRLFER-EQ
18581,KIRLOSBROS-EQ
20936,KIRLOSENG-EQ
19025,KIRLOSIND-EQ
28899,KITEX-EQ
13381,KKCL-EQ
14667,KMSUGAR-EQ
15283,KNRCON-EQ
16827,KOKUYOCMLN-EQ
15124,KOLTEPATIL-EQ
1919,KOPRAN-EQ
1922,KOTAKBANK-EQ
5851,KOTAKBKETF-EQ
14858,KOTAKGOLD-EQ
18102,KOTAKNIFTY-EQ
11457,KOTAKNV20-EQ
15061,KOTAKPSUBK-EQ
11647,KOTARISUG-EQ
4594,KOTHARIPET-EQ
5528,KOTHARIPRO-EQ
9683,KPITTECH-EQ
14912,KPRMILL-EQ
10577,KRBL-EQ
1937,KREBSBIO-EQ
11480,KRIDHANINF-EQ
1949,KSB-EQ
14972,KSCL-EQ
16813,KSK-EQ
18889,KSL-EQ
8054,KTKBANK-EQ
13870,KUANTUM-EQ
17897,KWALITY-EQ
24948,L&TFH-EQ
1970,LAKSHVILAS-EQ
11654,LALPATHLAB-EQ
6407,LAMBODHARA-EQ
14423,LAOPALA-EQ
21713,LASA-EQ
19234,LAURUSLABS-EQ
1979,LAXMIMACH-EQ
2606,LEMONTREE-EQ
7902,LFIC-EQ
18321,LGBBROSLTD-EQ
16845,LGBFORGE-EQ
11082,LIBAS-EQ
1994,LIBERTSHOE-EQ
1997,LICHSGFIN-EQ
6062,LICNETFGSC-EQ
11319,LICNETFN50-EQ
11441,LICNETFSEN-EQ
15229,LICNFNHGP-EQ
578,LIKHITHA-EQ
11596,LINCOLN-EQ
6951,LINCPEN-EQ
1627,LINDEINDIA-EQ
11006,LIQUIDBEES-EQ
1927,LIQUIDETF-EQ
13436,LOKESHMACH-EQ
16807,LOTUSEYE-EQ
22415,LOVABLE-EQ
16863,LPDC-EQ
17801,LSIL-EQ
11483,LT-EQ
17818,LTI-EQ
18564,LTTS-EQ
2018,LUMAXIND-EQ
14014,LUMAXTECH-EQ
10440,LUPIN-EQ
11301,LUXIND-EQ
2028,LYKALABS-EQ
31468,LYPSAGEMS-EQ
2031,M&M-EQ
13285,M&MFIN-EQ
21423,M100-EQ
19289,M50-EQ
15017,MAANALU-EQ
22347,MACPOWER-EQ
15151,MADHAV-EQ
13671,MADHUCON-EQ
4911,MADRASFERT-EQ
21392,MAGADSUGAR-EQ
11403,MAGMA-EQ
14957,MAGNUM-EQ
11377,MAHABANK-EQ
17527,MAHASTEEL-EQ
17603,MAHEPC-EQ
14937,MAHINDCIE-EQ
8050,MAHLIFE-EQ
385,MAHLOG-EQ
2085,MAHSCOOTER-EQ
2088,MAHSEAMLES-EQ
24538,MAITHANALL-EQ
10310,MAJESCO-EQ
13352,MALUPAPER-EQ
6353,MAN50ETF-EQ
7420,MANAKALUCO-EQ
7413,MANAKCOAT-EQ
15199,MANAKSIA-EQ
7463,MANAKSTEEL-EQ
13796,MANALIPETC-EQ
19061,MANAPPURAM-EQ
11817,MANGALAM-EQ
15007,MANGCHEFER-EQ
2106,MANGLMCEM-EQ
2109,MANGTIMBER-EQ
11884,MANINDS-EQ
18226,MANINFRA-EQ
13572,MANUGRAPH-EQ
17181,MANXT50-EQ
2112,MARALOVER-EQ
18659,MARATHON-EQ
4067,MARICO-EQ
10579,MARKSANS-EQ
10999,MARUTI-EQ
199,MASFIN-EQ
2124,MASTEK-EQ
21726,MATRIMONY-EQ
17022,MAWANASUG-EQ
22377,MAXHEALTH-EQ
22428,MAXIND-EQ
17468,MAXVIL-EQ
28906,MAYURUNIQ-EQ
18866,MAZDA-EQ
509,MAZDOCK-EQ
18029,MBLINFRA-EQ
14662,MCDHOLDING-EQ
10447,MCDOWELL-N-EQ
22360,MCL-EQ
11943,MCLEODRUSS-EQ
31181,MCX-EQ
14793,MEGASOFT-EQ
14750,MEGH-EQ
8771,MEP-EQ
11876,MERCATOR-EQ
52,METALFORGE-EQ
9581,METROPOLIS-EQ
2142,MFSL-EQ
17534,MGL-EQ
17333,MHRIL-EQ
2463,MIDHANI-EQ
25897,MINDACORP-EQ
14154,MINDAIND-EQ
18049,MINDTECK-EQ
14356,MINDTREE-EQ
2202,MIRCELECTR-EQ
4394,MIRZAINT-EQ
18562,MITTAL-EQ
13844,MMFL-EQ
16395,MMP-EQ
17957,MMTC-EQ
29423,MOHITIND-EQ
4023,MOHOTAIND-EQ
20830,MOIL-EQ
6713,MOLDTKPAC-EQ
5938,MONTECARLO-EQ
28877,MORARJEE-EQ
2259,MOREPENLAB-EQ
4204,MOTHERSUMI-EQ
14947,MOTILALOFS-EQ
2268,MOTOGENFIN-EQ
4503,MPHASIS-EQ
10578,MPSLTD-EQ
2277,MRF-EQ
8998,MRO-TEK-EQ
2283,MRPL-EQ
11919,MSPL-EQ
9356,MSTCLTD-EQ
31409,MTEDUCARE-EQ
2294,MTNL-EQ
8343,MUKANDENGG-EQ
11325,MUKANDLTD-EQ
